CBO Ocupação 2002;titulo;POTECoriginal;potec;Potec Grupo
763125;Ajudante de confecção;Demais Ocupações;Demais Ocupações;Demais Ocupações
763120;Riscador de roupas;Demais Ocupações;Demais Ocupações;Demais Ocupações
763115;Enfestador de roupas;Demais Ocupações;Demais Ocupações;Demais Ocupações
763105;Auxiliar de corte (preparação da confecção de roupas);Demais Ocupações;Demais Ocupações;Demais Ocupações
763110;Cortador de roupas;Demais Ocupações;Demais Ocupações;Demais Ocupações
763215;Costureiro, a  máquina  na confecção em série;Demais Ocupações;Demais Ocupações;Demais Ocupações
763210;Costureiro na confecção em série;Demais Ocupações;Demais Ocupações;Demais Ocupações
763205;Costureiro de roupas de couro e pele, a  máquina na  confecção em série;Demais Ocupações;Demais Ocupações;Demais Ocupações
763310;Bordador, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
763315;Marcador de peças confeccionadas para bordar;Demais Ocupações;Demais Ocupações;Demais Ocupações
763320;Operador de máquina de costura de acabamento;Demais Ocupações;Demais Ocupações;Demais Ocupações
763325;Passadeira de peças confeccionadas;Demais Ocupações;Demais Ocupações;Demais Ocupações
763305;Arrematadeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
764005;Trabalhador polivalente da confecção de calçados;Demais Ocupações;Demais Ocupações;Demais Ocupações
764110;Cortador de solas e palmilhas, a  máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
764105;Cortador de calçados, a  máquina (exceto solas e palmilhas);Demais Ocupações;Demais Ocupações;Demais Ocupações
764115;Preparador de calçados;Demais Ocupações;Demais Ocupações;Demais Ocupações
764120;Preparador de solas e palmilhas;Demais Ocupações;Demais Ocupações;Demais Ocupações
764205;Costurador de calçados, a  máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
764210;Montador de calçados;Demais Ocupações;Demais Ocupações;Demais Ocupações
764305;Acabador de calçados;Demais Ocupações;Demais Ocupações;Demais Ocupações
765005;Confeccionador de artefatos de couro (exceto sapatos);Demais Ocupações;Demais Ocupações;Demais Ocupações
765015;Boneleiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
765010;Chapeleiro de senhoras;Demais Ocupações;Demais Ocupações;Demais Ocupações
765105;Cortador de artefatos de couro (exceto roupas e calçados);Demais Ocupações;Demais Ocupações;Demais Ocupações
765110;Cortador de tapeçaria;Demais Ocupações;Demais Ocupações;Demais Ocupações
765225;Confeccionador de velas náuticas, barracas e toldos;Demais Ocupações;Demais Ocupações;Demais Ocupações
765240;Tapeceiro de autos;Demais Ocupações;Demais Ocupações;Demais Ocupações
765235;Estofador de móveis;Demais Ocupações;Demais Ocupações;Demais Ocupações
765215;Confeccionador de brinquedos de pano;Demais Ocupações;Demais Ocupações;Demais Ocupações
765205;Colchoeiro (confecção de colchões);Demais Ocupações;Demais Ocupações;Demais Ocupações
765230;Estofador de aviões;Demais Ocupações;Demais Ocupações;Demais Ocupações
765310;Costurador de artefatos de couro, a  máquina (exceto roupas e calçados);Demais Ocupações;Demais Ocupações;Demais Ocupações
765315;Montador de artefatos de couro (exceto roupas e calçados);Demais Ocupações;Demais Ocupações;Demais Ocupações
765405;Trabalhador do acabamento de artefatos de tecidos e couros;Demais Ocupações;Demais Ocupações;Demais Ocupações
766115;Gravador de matriz para flexografia (clicherista);Demais Ocupações;Demais Ocupações;Demais Ocupações
766105;Copiador de chapa;Demais Ocupações;Demais Ocupações;Demais Ocupações
766155;Programador visual gráfico;Demais Ocupações;Demais Ocupações;Demais Ocupações
766150;Operador de processo de tratamento de imagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
766145;Operador de sistemas de prova (analógico e digital);Demais Ocupações;Demais Ocupações;Demais Ocupações
766140;Gravador de matriz serigráfica;Demais Ocupações;Demais Ocupações;Demais Ocupações
766135;Gravador de matriz calcográfica;Demais Ocupações;Demais Ocupações;Demais Ocupações
766130;Gravador de matriz para rotogravura (eletromecânico e químico);Demais Ocupações;Demais Ocupações;Demais Ocupações
766125;Montador de fotolito (analógico e digital);Demais Ocupações;Demais Ocupações;Demais Ocupações
766120;Editor de texto e imagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
766230;Impressor digital;Demais Ocupações;Demais Ocupações;Demais Ocupações
766225;Impressor de rotogravura;Demais Ocupações;Demais Ocupações;Demais Ocupações
766220;Impressor de rotativa;Demais Ocupações;Demais Ocupações;Demais Ocupações
766215;Impressor de ofsete (plano e rotativo);Demais Ocupações;Demais Ocupações;Demais Ocupações
766240;Impressor letterset;Demais Ocupações;Demais Ocupações;Demais Ocupações
766205;Impressor (serigrafia);Demais Ocupações;Demais Ocupações;Demais Ocupações
766235;Impressor flexográfico;Demais Ocupações;Demais Ocupações;Demais Ocupações
766245;Impressor tampográfico;Demais Ocupações;Demais Ocupações;Demais Ocupações
766250;Impressor tipográfico;Demais Ocupações;Demais Ocupações;Demais Ocupações
766210;Impressor calcográfico;Demais Ocupações;Demais Ocupações;Demais Ocupações
766310;Impressor de corte e vinco;Demais Ocupações;Demais Ocupações;Demais Ocupações
766305;Acabador de embalagens (flexíveis e cartotécnicas);Demais Ocupações;Demais Ocupações;Demais Ocupações
766320;Operador de guilhotina (corte de papel);Demais Ocupações;Demais Ocupações;Demais Ocupações
766315;Operador de acabamento (indústria gráfica);Demais Ocupações;Demais Ocupações;Demais Ocupações
766325;Preparador de matrizes de corte e vinco;Demais Ocupações;Demais Ocupações;Demais Ocupações
766405;Laboratorista fotográfico;Demais Ocupações;Demais Ocupações;Demais Ocupações
766410;Revelador de filmes fotográficos, em preto e branco;Demais Ocupações;Demais Ocupações;Demais Ocupações
766415;Revelador de filmes fotográficos, em cores;Demais Ocupações;Demais Ocupações;Demais Ocupações
766420;Auxiliar de radiologia (revelação fotográfica);Demais Ocupações;Demais Ocupações;Demais Ocupações
768120;Redeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
768115;Tricoteiro, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
768110;Tecelão de tapetes, a  mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
768105;Tecelão (tear manual);Demais Ocupações;Demais Ocupações;Demais Ocupações
768130;Crocheteiro, a  mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
768125;Chapeleiro (chapéus de palha);Demais Ocupações;Demais Ocupações;Demais Ocupações
768210;Cerzidor;Demais Ocupações;Demais Ocupações;Demais Ocupações
768205;Bordador, a  mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
768320;Sapateiro (calçados sob medida);Demais Ocupações;Demais Ocupações;Demais Ocupações
768315;Costurador de artefatos de couro, a  mão (exceto roupas e calçados);Demais Ocupações;Demais Ocupações;Demais Ocupações
768310;Cortador de calçados, a  mão (exceto solas);Demais Ocupações;Demais Ocupações;Demais Ocupações
768305;Artífice do couro;Demais Ocupações;Demais Ocupações;Demais Ocupações
768325;Seleiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
768630;Confeccionador de carimbos de borracha;Demais Ocupações;Demais Ocupações;Demais Ocupações
768620;Paginador;Demais Ocupações;Demais Ocupações;Demais Ocupações
768605;Tipógrafo;Demais Ocupações;Demais Ocupações;Demais Ocupações
768610;Linotipista;Demais Ocupações;Demais Ocupações;Demais Ocupações
768625;Pintor de letreiros;Demais Ocupações;Demais Ocupações;Demais Ocupações
768615;Monotipista;Demais Ocupações;Demais Ocupações;Demais Ocupações
768705;Gravador, à mão (encadernação);Demais Ocupações;Demais Ocupações;Demais Ocupações
768710;Restaurador de livros;Demais Ocupações;Demais Ocupações;Demais Ocupações
770110;Mestre carpinteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
770105;Mestre (indústria de madeira e mobiliário);Demais Ocupações;Demais Ocupações;Demais Ocupações
771115;Maquetista na marcenaria;Demais Ocupações;Demais Ocupações;Demais Ocupações
771110;Modelador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
771105;Marceneiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
771120;Tanoeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
772115;Secador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
772110;Impregnador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
772105;Classificador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
773120;Serrador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
773130;Serrador de madeira (serra de fita múltipla);Demais Ocupações;Demais Ocupações;Demais Ocupações
773125;Serrador de madeira (serra circular múltipla);Demais Ocupações;Demais Ocupações;Demais Ocupações
773115;Serrador de bordas no desdobramento de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
773105;Cortador de laminados de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
773110;Operador de serras no desdobramento de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
773205;Operador de máquina intercaladora e placas (compensados);Demais Ocupações;Demais Ocupações;Demais Ocupações
773210;Prensista de aglomerados;Demais Ocupações;Demais Ocupações;Demais Ocupações
773220;Preparador de aglomerantes;Demais Ocupações;Demais Ocupações;Demais Ocupações
773215;Prensista de compensados;Demais Ocupações;Demais Ocupações;Demais Ocupações
773330;Operador de molduradora (usinagem de madeira);Demais Ocupações;Demais Ocupações;Demais Ocupações
773325;Operador de máquina de usinagem madeira, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
773320;Operador de lixadeira (usinagem de madeira);Demais Ocupações;Demais Ocupações;Demais Ocupações
773310;Operador de entalhadeira (usinagem de madeira);Demais Ocupações;Demais Ocupações;Demais Ocupações
773305;Operador de desempenadeira na usinagem convencional de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
773315;Operador de fresadora (usinagem de madeira);Demais Ocupações;Demais Ocupações;Demais Ocupações
773335;Operador de plaina desengrossadeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
773355;Torneiro na usinagem convencional de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
773350;Operador de tupia (usinagem de madeira);Demais Ocupações;Demais Ocupações;Demais Ocupações
773345;Operador de torno automático (usinagem de madeira);Demais Ocupações;Demais Ocupações;Demais Ocupações
773340;Operador de serras (usinagem de madeira);Demais Ocupações;Demais Ocupações;Demais Ocupações
773415;Operador de máquina de usinagem de madeira (produção em série);Demais Ocupações;Demais Ocupações;Demais Ocupações
773410;Operador de máquina de cortina d´água (produção de móveis);Demais Ocupações;Demais Ocupações;Demais Ocupações
773405;Operador de máquina bordatriz;Demais Ocupações;Demais Ocupações;Demais Ocupações
773420;Operador de prensa de alta freqüência na usinagem de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
773505;Operador de centro de usinagem de madeira (cnc);Demais Ocupações;Demais Ocupações;Demais Ocupações
773510;Operador de máquinas de usinar madeira (cnc);Demais Ocupações;Demais Ocupações;Demais Ocupações
774105;Montador de móveis e artefatos de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
775115;Lustrador de peças de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
775110;Folheador de móveis de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
775105;Entalhador  de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
775120;Marcheteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
776405;Cesteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
776410;Confeccionador de escovas, pincéis e produtos similares (a mão);Demais Ocupações;Demais Ocupações;Demais Ocupações
776415;Confeccionador de escovas, pincéis e produtos similares (a máquina);Demais Ocupações;Demais Ocupações;Demais Ocupações
776420;Confeccionador de móveis de vime, junco e bambu;Demais Ocupações;Demais Ocupações;Demais Ocupações
776425;Esteireiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
776430;Vassoureiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
777115;Carpinteiro naval (estaleiros);Demais Ocupações;Demais Ocupações;Demais Ocupações
777110;Carpinteiro naval (embarcações);Demais Ocupações;Demais Ocupações;Demais Ocupações
777105;Carpinteiro naval (construção de pequenas embarcações);Demais Ocupações;Demais Ocupações;Demais Ocupações
777205;Carpinteiro de carretas;Demais Ocupações;Demais Ocupações;Demais Ocupações
777210;Carpinteiro de carrocerias;Demais Ocupações;Demais Ocupações;Demais Ocupações
780105;Supervisor de embalagem e etiquetagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
781110;Condutor de processos robotizados de soldagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
781105;Condutor de processos robotizados de pintura;Demais Ocupações;Demais Ocupações;Demais Ocupações
781305;Operador de veículos subaquáticos controlados remotamente;Demais Ocupações;Demais Ocupações;Demais Ocupações
781705;Mergulhador profissional (raso e profundo);Demais Ocupações;Demais Ocupações;Demais Ocupações
782135;Operador de pórtico rolante;Demais Ocupações;Demais Ocupações;Demais Ocupações
782145;Sinaleiro (ponte-rolante);Demais Ocupações;Demais Ocupações;Demais Ocupações
782140;Operador de talha elétrica;Demais Ocupações;Demais Ocupações;Demais Ocupações
782130;Operador de ponte rolante;Demais Ocupações;Demais Ocupações;Demais Ocupações
782125;Operador de monta-cargas (construção civil);Demais Ocupações;Demais Ocupações;Demais Ocupações
782120;Operador de máquina rodoferroviária;Demais Ocupações;Demais Ocupações;Demais Ocupações
782115;Operador de guindaste móvel;Demais Ocupações;Demais Ocupações;Demais Ocupações
782110;Operador de guindaste (fixo);Demais Ocupações;Demais Ocupações;Demais Ocupações
782105;Operador de draga;Demais Ocupações;Demais Ocupações;Demais Ocupações
782210;Operador de docagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
782205;Guincheiro (construção civil);Demais Ocupações;Demais Ocupações;Demais Ocupações
782220;Operador de empilhadeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
782320;Condutor de ambulância;Demais Ocupações;Demais Ocupações;Demais Ocupações
782315;Motorista de táxi;Demais Ocupações;Demais Ocupações;Demais Ocupações
782305;Motorista de carro de passeio;Demais Ocupações;Demais Ocupações;Demais Ocupações
782310;Motorista de furgão ou veículo similar;Demais Ocupações;Demais Ocupações;Demais Ocupações
782405;Motorista de ônibus rodoviário;Demais Ocupações;Demais Ocupações;Demais Ocupações
782415;Motorista de trólebus;Demais Ocupações;Demais Ocupações;Demais Ocupações
782410;Motorista de ônibus urbano;Demais Ocupações;Demais Ocupações;Demais Ocupações
782505;Caminhoneiro autônomo (rotas regionais e internacionais);Demais Ocupações;Demais Ocupações;Demais Ocupações
782510;Motorista de caminhão (rotas regionais e internacionais);Demais Ocupações;Demais Ocupações;Demais Ocupações
782515;Motorista operacional de guincho;Demais Ocupações;Demais Ocupações;Demais Ocupações
782605;Operador de trem de metrô;Demais Ocupações;Demais Ocupações;Demais Ocupações
782610;Maquinista de trem;Demais Ocupações;Demais Ocupações;Demais Ocupações
782615;Maquinista de trem metropolitano;Demais Ocupações;Demais Ocupações;Demais Ocupações
782630;Operador de teleférico (passageiros);Demais Ocupações;Demais Ocupações;Demais Ocupações
782625;Auxiliar de maquinista de trem;Demais Ocupações;Demais Ocupações;Demais Ocupações
782620;Motorneiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
782705;Marinheiro de convés (marítimo e fluviário);Demais Ocupações;Demais Ocupações;Demais Ocupações
782710;Marinheiro de máquinas;Demais Ocupações;Demais Ocupações;Demais Ocupações
782715;Moço de convés (marítimo e fluviário);Demais Ocupações;Demais Ocupações;Demais Ocupações
782720;Moço de máquinas (marítimo e fluviário);Demais Ocupações;Demais Ocupações;Demais Ocupações
782730;Marinheiro auxiliar de convés (marítimo e aquaviario);Demais Ocupações;Demais Ocupações;Demais Ocupações
782725;Marinheiro de esporte e recreio;Demais Ocupações;Demais Ocupações;Demais Ocupações
782735;Marinheiro auxiliar de máquinas (marítimo e aquaviário);Demais Ocupações;Demais Ocupações;Demais Ocupações
782815;Boiadeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
782820;Condutor de veículos a pedais;Demais Ocupações;Demais Ocupações;Demais Ocupações
782805;Condutor de veículos de tração animal (ruas e estradas);Demais Ocupações;Demais Ocupações;Demais Ocupações
782810;Tropeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
783110;Manobrador;Demais Ocupações;Demais Ocupações;Demais Ocupações
783105;Agente de pátio;Demais Ocupações;Demais Ocupações;Demais Ocupações
783240;Amarrador e desamarrado de embarcações;Demais Ocupações;Demais Ocupações;Demais Ocupações
783235;Trabalhador portuário de capatazia;Demais Ocupações;Demais Ocupações;Demais Ocupações
783230;Bloqueiro (trabalhador portuário);Demais Ocupações;Demais Ocupações;Demais Ocupações
783215;Carregador (veículos de transportes terrestres);Demais Ocupações;Demais Ocupações;Demais Ocupações
783220;Estivador;Demais Ocupações;Demais Ocupações;Demais Ocupações
783225;Ajudante de motorista;Demais Ocupações;Demais Ocupações;Demais Ocupações
783205;Carregador (aeronaves);Demais Ocupações;Demais Ocupações;Demais Ocupações
783210;Carregador (armazém);Demais Ocupações;Demais Ocupações;Demais Ocupações
784120;Operador de máquina de envasar líquidos;Demais Ocupações;Demais Ocupações;Demais Ocupações
784125;Operador de prensa de enfardamento;Demais Ocupações;Demais Ocupações;Demais Ocupações
784105;Embalador, a mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
784110;Embalador, a máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
784115;Operador de máquina de etiquetar;Demais Ocupações;Demais Ocupações;Demais Ocupações
784205;Alimentador de linha de produção;Demais Ocupações;Demais Ocupações;Demais Ocupações
791105;Artesão bordador;Demais Ocupações;Demais Ocupações;Demais Ocupações
791110;Artesão ceramista;Demais Ocupações;Demais Ocupações;Demais Ocupações
791115;Artesão com material reciclável;Demais Ocupações;Demais Ocupações;Demais Ocupações
791120;Artesão confeccionador de biojóias e ecojóias;Demais Ocupações;Demais Ocupações;Demais Ocupações
791125;Artesão do couro;Demais Ocupações;Demais Ocupações;Demais Ocupações
791160;Artesão rendeiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
791135;Artesão moveleiro (exceto reciclado);Demais Ocupações;Demais Ocupações;Demais Ocupações
791140;Artesão tecelão;Demais Ocupações;Demais Ocupações;Demais Ocupações
791145;Artesão trançador;Demais Ocupações;Demais Ocupações;Demais Ocupações
791150;Artesão crocheteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
791155;Artesão tricoteiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
791130;Artesão escultor;Demais Ocupações;Demais Ocupações;Demais Ocupações
810110;Mestre de produção química;Demais Ocupações;Demais Ocupações;Demais Ocupações
810105;Mestre (indústria petroquímica e carboquímica);Demais Ocupações;Demais Ocupações;Demais Ocupações
810205;Mestre (indústria de borracha e plástico);Demais Ocupações;Demais Ocupações;Demais Ocupações
810305;Mestre de produção farmacêutica;Demais Ocupações;Demais Ocupações;Demais Ocupações
811005;Operador de processos químicos e petroquímicos;Demais Ocupações;Demais Ocupações;Demais Ocupações
811010;Operador de sala de controle de instalações químicas, petroquímicas e afins;Demais Ocupações;Demais Ocupações;Demais Ocupações
811105;Moleiro (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
811115;Operador de britadeira (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
811120;Operador de concentração;Demais Ocupações;Demais Ocupações;Demais Ocupações
811125;Trabalhador da fabricação de resinas e vernizes;Demais Ocupações;Demais Ocupações;Demais Ocupações
811130;Trabalhador de fabricação de tintas;Demais Ocupações;Demais Ocupações;Demais Ocupações
811110;Operador de máquina misturadeira (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
811215;Operador de tratamento químico de materiais radioativos;Demais Ocupações;Demais Ocupações;Demais Ocupações
811205;Operador de calcinação (tratamento químico e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
811330;Operador de filtro-prensa (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
811335;Operador de filtros de parafina (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
811325;Operador de filtro-esteira (mineração);Demais Ocupações;Demais Ocupações;Demais Ocupações
811320;Operador de filtro de tambor rotativo (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
811315;Operador de filtro de secagem (mineração);Demais Ocupações;Demais Ocupações;Demais Ocupações
811310;Operador de exploração de petróleo;Demais Ocupações;Demais Ocupações;Demais Ocupações
811305;Operador de centrifugadora (tratamentos químicos e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
811410;Destilador de produtos químicos (exceto petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
811405;Destilador de madeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
811415;Operador de alambique de funcionamento contínuo (produtos químicos, exceto petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
811420;Operador de aparelho de reação e conversão (produtos químicos, exceto petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
811425;Operador de equipamento de destilação de álcool;Demais Ocupações;Demais Ocupações;Demais Ocupações
811430;Operador de evaporador na destilação;Demais Ocupações;Demais Ocupações;Demais Ocupações
811505;Operador de painel de controle (refinação de petróleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
811510;Operador de transferência e estocagem - na refinação do petróleo;Demais Ocupações;Demais Ocupações;Demais Ocupações
811610;Operador de carro de apagamento e coque;Demais Ocupações;Demais Ocupações;Demais Ocupações
811605;Operador de britador de coque;Demais Ocupações;Demais Ocupações;Demais Ocupações
811615;Operador de destilação e subprodutos de coque;Demais Ocupações;Demais Ocupações;Demais Ocupações
811650;Operador de sistema de reversão (coqueria);Demais Ocupações;Demais Ocupações;Demais Ocupações
811645;Operador de refrigeração (coqueria);Demais Ocupações;Demais Ocupações;Demais Ocupações
811640;Operador de reator de coque de petróleo;Demais Ocupações;Demais Ocupações;Demais Ocupações
811635;Operador de preservação e controle térmico;Demais Ocupações;Demais Ocupações;Demais Ocupações
811630;Operador de painel de controle;Demais Ocupações;Demais Ocupações;Demais Ocupações
811625;Operador de exaustor (coqueria);Demais Ocupações;Demais Ocupações;Demais Ocupações
811620;Operador de enfornamento e desenfornamento de coque;Demais Ocupações;Demais Ocupações;Demais Ocupações
811705;Bamburista;Demais Ocupações;Demais Ocupações;Demais Ocupações
811710;Calandrista de borracha;Demais Ocupações;Demais Ocupações;Demais Ocupações
811715;Confeccionador de pneumáticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
811725;Confeccionador de velas por imersão;Demais Ocupações;Demais Ocupações;Demais Ocupações
811775;Trefilador de borracha;Demais Ocupações;Demais Ocupações;Demais Ocupações
811745;Laminador de plástico;Demais Ocupações;Demais Ocupações;Demais Ocupações
811750;Moldador de borracha por compressão;Demais Ocupações;Demais Ocupações;Demais Ocupações
811760;Moldador de plástico por compressão;Demais Ocupações;Demais Ocupações;Demais Ocupações
811770;Moldador de plástico por injeção;Demais Ocupações;Demais Ocupações;Demais Ocupações
811735;Confeccionador de velas por moldagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
811805;Operador de máquina de produtos farmacêuticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
811810;Drageador (medicamentos);Demais Ocupações;Demais Ocupações;Demais Ocupações
811820;Operador de máquina de fabricação de produtos de higiene e limpeza (sabão, sabonete, detergente, absorvente, fraldas cotonetes e outros);Demais Ocupações;Demais Ocupações;Demais Ocupações
811815;Operador de máquina de fabricação de cosméticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
812105;Pirotécnico;Demais Ocupações;Demais Ocupações;Demais Ocupações
812110;Trabalhador da fabricação de munição e explosivos;Demais Ocupações;Demais Ocupações;Demais Ocupações
813125;Operador de produção (química, petroquímica e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
813110;Operador de calandra (química, petroquímica e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
813130;Técnico de operação (química, petroquímica e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
813120;Operador de processo (química, petroquímica e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
813115;Operador de extrusora (química, petroquímica e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
813105;Cilindrista (petroquímica e afins);Demais Ocupações;Demais Ocupações;Demais Ocupações
818110;Auxiliar de laboratório de análises físico-químicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
818105;Assistente de laboratório industrial;Demais Ocupações;Demais Ocupações;Demais Ocupações
820105;Mestre de siderurgia;Demais Ocupações;Demais Ocupações;Demais Ocupações
820110;Mestre de aciaria;Demais Ocupações;Demais Ocupações;Demais Ocupações
820115;Mestre de alto-forno;Demais Ocupações;Demais Ocupações;Demais Ocupações
820120;Mestre de forno elétrico;Demais Ocupações;Demais Ocupações;Demais Ocupações
820125;Mestre de laminação;Demais Ocupações;Demais Ocupações;Demais Ocupações
820205;Supervisor de fabricação de produtos cerâmicos, porcelanatos e afins;Demais Ocupações;Demais Ocupações;Demais Ocupações
820210;Supervisor de fabricação de produtos de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
821105;Operador de centro de controle;Demais Ocupações;Demais Ocupações;Demais Ocupações
821110;Operador de máquina de sinterizar;Demais Ocupações;Demais Ocupações;Demais Ocupações
821210;Forneiro e operador (conversor a oxigênio);Demais Ocupações;Demais Ocupações;Demais Ocupações
821215;Forneiro e operador (forno elétrico);Demais Ocupações;Demais Ocupações;Demais Ocupações
821220;Forneiro e operador (refino de metais não-ferrosos);Demais Ocupações;Demais Ocupações;Demais Ocupações
821225;Forneiro e operador de forno de redução direta;Demais Ocupações;Demais Ocupações;Demais Ocupações
821230;Operador de aciaria (basculamento de convertedor);Demais Ocupações;Demais Ocupações;Demais Ocupações
821235;Operador de aciaria (dessulfuração de gusa);Demais Ocupações;Demais Ocupações;Demais Ocupações
821240;Operador de aciaria (recebimento de gusa);Demais Ocupações;Demais Ocupações;Demais Ocupações
821245;Operador de área de corrida;Demais Ocupações;Demais Ocupações;Demais Ocupações
821250;Operador de desgaseificação;Demais Ocupações;Demais Ocupações;Demais Ocupações
821255;Soprador de convertedor;Demais Ocupações;Demais Ocupações;Demais Ocupações
821205;Forneiro e operador (alto-forno);Demais Ocupações;Demais Ocupações;Demais Ocupações
821315;Operador de laminador de barras a quente;Demais Ocupações;Demais Ocupações;Demais Ocupações
821310;Operador de laminador de barras a frio;Demais Ocupações;Demais Ocupações;Demais Ocupações
821305;Operador de laminador;Demais Ocupações;Demais Ocupações;Demais Ocupações
821320;Operador de laminador de metais não-ferrosos;Demais Ocupações;Demais Ocupações;Demais Ocupações
821325;Operador de laminador de tubos;Demais Ocupações;Demais Ocupações;Demais Ocupações
821330;Operador de montagem de cilindros e mancais;Demais Ocupações;Demais Ocupações;Demais Ocupações
821335;Recuperador de guias e cilindros;Demais Ocupações;Demais Ocupações;Demais Ocupações
821415;Marcador de produtos (siderúrgico e metalúrgico);Demais Ocupações;Demais Ocupações;Demais Ocupações
821410;Escarfador;Demais Ocupações;Demais Ocupações;Demais Ocupações
821405;Encarregado de acabamento de chapas e metais  (têmpera);Demais Ocupações;Demais Ocupações;Demais Ocupações
821420;Operador de bobinadeira de tiras a quente, no acabamento de chapas e metais;Demais Ocupações;Demais Ocupações;Demais Ocupações
821450;Rebarbador de metal;Demais Ocupações;Demais Ocupações;Demais Ocupações
821445;Preparador de sucata e aparas;Demais Ocupações;Demais Ocupações;Demais Ocupações
821440;Operador de tesoura mecânica e máquina de corte, no acabamento de chapas e metais;Demais Ocupações;Demais Ocupações;Demais Ocupações
821435;Operador de jato abrasivo;Demais Ocupações;Demais Ocupações;Demais Ocupações
821425;Operador de cabine de laminação (fio-máquina);Demais Ocupações;Demais Ocupações;Demais Ocupações
821430;Operador de escória e sucata;Demais Ocupações;Demais Ocupações;Demais Ocupações
822110;Forneiro de forno-poço;Demais Ocupações;Demais Ocupações;Demais Ocupações
