CBO 94 Ocupação;CBO 02;nomenclatura;POTECoriginal;potec;Potec Grupo
84565;954305;Mecânico de manutenção de máquinas de escritório;Demais Ocupações;Demais Ocupações;Demais Ocupações
84570;954120;Mecânico de manutenção de instalações mecânicas de edifícios;Demais Ocupações;Demais Ocupações;Demais Ocupações
84575;913105;Mecânico de manutenção de aparelhos de levantamento;Demais Ocupações;Demais Ocupações;Demais Ocupações
84580;911205;Mecânico  de manutenção de aparelhos de calefação, ventilação e refrigeração;Demais Ocupações;Demais Ocupações;Demais Ocupações
84585;914305;Mecânico de manutenção de veículos ferroviários;Demais Ocupações;Demais Ocupações;Demais Ocupações
84590;374305;Outros mecânicos de manutenção de máquinas;Demais Ocupações;Demais Ocupações;Demais Ocupações
84917;725105;Montador de máquinas, motores e acessórios (montagem em série);Demais Ocupações;Demais Ocupações;Demais Ocupações
84937;313205;Mecânico de manutenção (equipamento de central telefônica);Demais Ocupações;Demais Ocupações;Técnicos
84975;919310;Mecânico  de  manutenção  de bicicletas e veículos similares;Demais Ocupações;Demais Ocupações;Demais Ocupações
84977;919110;Lubrificador  de veículos  automotores (exceto embarcações);Demais Ocupações;Demais Ocupações;Demais Ocupações
84983;523115;Montador de fechaduras;Demais Ocupações;Demais Ocupações;Demais Ocupações
84987;919105;Lubrificador industrial;Demais Ocupações;Demais Ocupações;Demais Ocupações
84990;722105;Outros ajustadores mecânicos, montadores e mecânicos de máquinas, veículos e instrumentos de precisão;Demais Ocupações;Demais Ocupações;Demais Ocupações
85110;731135;Montador de equipamentos elétricos, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
85120;731130;Montador de equipamentos elétricos (motores e dínamos);Demais Ocupações;Demais Ocupações;Demais Ocupações
85130;731160;Montador  de  equipamentos  elétricos (transformadores);Demais Ocupações;Demais Ocupações;Demais Ocupações
85140;731125;Montador de equipamentos elétricos (centrais  elétricas);Demais Ocupações;Demais Ocupações;Demais Ocupações
85150;731115;Montador de equipamentos elétricos (instrumentos de medição);Demais Ocupações;Demais Ocupações;Demais Ocupações
85160;731155;Montador de equipamentos elétricos (elevadores e equipamentos similares);Demais Ocupações;Demais Ocupações;Demais Ocupações
85170;731120;Montador de equipamentos elétricos (aparelhos elétrodomésticos);Demais Ocupações;Demais Ocupações;Demais Ocupações
85190;731135;Outros montadores de equipamentos elétricos;Demais Ocupações;Demais Ocupações;Demais Ocupações
85210;731150;Montador de equipamentos eletrônicos, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
85220;731205;Montador de equipamentos eletrônicos  (estação  de rádio, televisão e equipamentos de radar);Demais Ocupações;Demais Ocupações;Demais Ocupações
85230;731105;Montador  de  equipamentos  eletrônicos (aparelhos médicos);Demais Ocupações;Demais Ocupações;Demais Ocupações
85240;731110;Montador de equipamentos eletrônicos (computadores e equipamentos auxiliares);Demais Ocupações;Demais Ocupações;Demais Ocupações
85250;731145;Montador   de  equipamentos  eletrônicos (máquinas industriais);Demais Ocupações;Demais Ocupações;Demais Ocupações
85260;731140;Montador  de equipamentos eletrônicos (instalações de sinalização);Demais Ocupações;Demais Ocupações;Demais Ocupações
85290;318305;Outros montadores de equipamentos eletrônicos;Demais Ocupações;Demais Ocupações;Técnicos
85405;951105;Eletricista de manutenção, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
85410;951105;Reparador de aparelhos eletrônicos, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
85415;951105;Eletricista  de manutenção de máquinas;Demais Ocupações;Demais Ocupações;Demais Ocupações
85430;954205;Reparador de aparelhos eletrodomésticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
85440;954125;Operador eletromecânico;Demais Ocupações;Demais Ocupações;Demais Ocupações
85490;313215;Outros  reparadores  de equipamentos  elétricos  e eletrônicos;Demais Ocupações;Demais Ocupações;Técnicos
85510;715615;Eletricista de instalações, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
85520;715610;Eletricista de instalações (edifícios);Demais Ocupações;Demais Ocupações;Demais Ocupações
85530;953105;Eletricista de instalações (aeronaves);Demais Ocupações;Demais Ocupações;Demais Ocupações
85535;953110;Eletricista de instalações (embarcações);Demais Ocupações;Demais Ocupações;Demais Ocupações
85540;953115;Eletricista  de instalações (veículos automotores, e máquinas operatrizes, exceto aeronaves e embarc;Demais Ocupações;Demais Ocupações;Demais Ocupações
85550;715605;Eletricista de instalações (cenários);Demais Ocupações;Demais Ocupações;Demais Ocupações
85590;715610;Outros eletricistas de instalações;Demais Ocupações;Demais Ocupações;Demais Ocupações
85640;731305;Instalador-reparador de estações telefônicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
85645;313205;Instalador-reparador de centrais privadas de comutação telefônica;Demais Ocupações;Demais Ocupações;Técnicos
85650;731320;Instalador-reparador de linhas e aparelhos telefônicos;Demais Ocupações;Demais Ocupações;Demais Ocupações
85655;731305;Consertador  de centrais privadas de comutação telefônica;Demais Ocupações;Demais Ocupações;Demais Ocupações
85660;731320;Instalador de aparelhos telegráficos e teleimpressores;Demais Ocupações;Demais Ocupações;Demais Ocupações
85670;731305;Reparador de aparelhos telefônicos;Demais Ocupações;Demais Ocupações;Demais Ocupações
85680;731320;Reparador  de aparelhos telegráficos e teleimpressores;Demais Ocupações;Demais Ocupações;Demais Ocupações
85685;731315;Reparador de estações telefônicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
85690;731150;Outros  instaladores e reparadores de equipamentos e aparelhos de telecomunicação;Demais Ocupações;Demais Ocupações;Demais Ocupações
85720;732120;Instalador  de  linhas  elétricas  de alta e baixa tensão (rede aérea);Demais Ocupações;Demais Ocupações;Demais Ocupações
85730;732125;Instalador eletricista (tração de veículos);Demais Ocupações;Demais Ocupações;Demais Ocupações
85740;732130;Instalador-reparador de redes telegráficas e telefônicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
85750;732110;Emendador de cabos elétricos e telefônicos (aéreos e subterrâneos);Demais Ocupações;Demais Ocupações;Demais Ocupações
85760;732105;Eletricista  de  manutenção  de linhas elétricas e telefônicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
85770;732115;Examinador  de cabos, linhas e aparelhos telefônicos;Demais Ocupações;Demais Ocupações;Demais Ocupações
85780;732135;Ligador de linhas telefônicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
85790;313310;Outros  instaladores  e reparadores de linhas elétricas e de telecomunicações;Demais Ocupações;Demais Ocupações;Técnicos
85930;731175;Operador  de  linha de montagem (aparelhos elétricos);Demais Ocupações;Demais Ocupações;Demais Ocupações
85940;731180;Operador de linha de montagem (aparelhos eletrô- nicos);Demais Ocupações;Demais Ocupações;Demais Ocupações
85950;731165;Bobinador eletricista, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
85960;731170;Bobinador eletricista, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
85990;313210;Outros  eletricistas,  eletrônicos e trabalhadores assemelhados não-classificados sob outras  epígra;Demais Ocupações;Demais Ocupações;Técnicos
86123;373110;Operador de estação de rádio;Demais Ocupações;Demais Ocupações;Demais Ocupações
86125;373220;Operador de estação de televisão;Demais Ocupações;Demais Ocupações;Demais Ocupações
86135;373115;Operador de equipamento de estúdio de rádio;Demais Ocupações;Demais Ocupações;Demais Ocupações
86140;373205;Operador de equipamento de estúdio de televisão;Demais Ocupações;Demais Ocupações;Demais Ocupações
86145;373205;Operador de vídeo;Demais Ocupações;Demais Ocupações;Demais Ocupações
86190;373110;Outros operadores de estações de rádio e televisão;Demais Ocupações;Demais Ocupações;Demais Ocupações
86220;374105;Operador de equipamento de gravação de som;Demais Ocupações;Demais Ocupações;Demais Ocupações
86230;374120;Operador de equipamento de amplificação de som;Demais Ocupações;Demais Ocupações;Demais Ocupações
86235;374420;Montador de filmes;Demais Ocupações;Demais Ocupações;Demais Ocupações
86240;374305;Operador de projetor cinematográfico;Demais Ocupações;Demais Ocupações;Demais Ocupações
86250;374125;Sonoplasta;Demais Ocupações;Demais Ocupações;Demais Ocupações
86260;374210;Maquinista de cenário;Demais Ocupações;Demais Ocupações;Demais Ocupações
86290;261305;Outros  operadores de equipamentos de sonorização, cenografia e projeção;Demais Ocupações;Demais Ocupações;Demais Ocupações
87105;724110;Encanador, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
87110;724115;Instalador de tubulações, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
87120;724130;Instalador  de tubulações de gás combustível (produção e distribuição);Demais Ocupações;Demais Ocupações;Demais Ocupações
87130;724125;Instalador de tubulações (embarcações);Demais Ocupações;Demais Ocupações;Demais Ocupações
87140;724120;Instalador de tubulações (aeronaves);Demais Ocupações;Demais Ocupações;Demais Ocupações
87150;724135;Instalador de tubulações de vapor (produção e distribuição);Demais Ocupações;Demais Ocupações;Demais Ocupações
87160;724105;Assentador de canalização (edificações);Demais Ocupações;Demais Ocupações;Demais Ocupações
87190;314615;Outros encanadores e instaladores de tubulações;Demais Ocupações;Demais Ocupações;Técnicos
87210;724315;Soldador, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
87215;724320;Soldador à oxigás;Demais Ocupações;Demais Ocupações;Demais Ocupações
87225;724325;Soldador elétrico;Demais Ocupações;Demais Ocupações;Demais Ocupações
87232;724315;Soldador a eletrogás;Demais Ocupações;Demais Ocupações;Demais Ocupações
87235;724315;Operador de máquina de soldar a ponto;Demais Ocupações;Demais Ocupações;Demais Ocupações
87245;724305;Soldador a solda forte;Demais Ocupações;Demais Ocupações;Demais Ocupações
87247;724315;Soldador a solda fraca;Demais Ocupações;Demais Ocupações;Demais Ocupações
87250;724310;Oxicortador, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
87255;724310;Oxicortador, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
87290;720140;Outros soldadores e oxicortadores;Demais Ocupações;Demais Ocupações;Demais Ocupações
87310;724415;Chapeador, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
87320;724225;Riscador de chapas;Demais Ocupações;Demais Ocupações;Demais Ocupações
87325;724515;Operador de desempenadeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
87330;724405;Caldeireiro (chapas de cobre);Demais Ocupações;Demais Ocupações;Demais Ocupações
87335;724510;Operador de máquina de dobrar chapas;Demais Ocupações;Demais Ocupações;Demais Ocupações
87340;724435;Funileiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
87350;724410;Caldeireiro (chapas de ferro e aço);Demais Ocupações;Demais Ocupações;Demais Ocupações
87355;724505;Operador de máquina de cilindrar chapas;Demais Ocupações;Demais Ocupações;Demais Ocupações
87360;766145;Caldeireiro (tipografia);Demais Ocupações;Demais Ocupações;Demais Ocupações
87370;724420;Chapeador de carrocerias metálicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
87380;724430;Chapeador de aeronaves;Demais Ocupações;Demais Ocupações;Demais Ocupações
87385;724425;Chapeador naval;Demais Ocupações;Demais Ocupações;Demais Ocupações
87390;391205;Outros chapeadores e caldeireiros;Demais Ocupações;Demais Ocupações;Demais Ocupações
87420;724225;Riscador de estruturas metálicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
87430;724220;Preparador de estruturas metálicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
87440;724205;Montador de estruturas metálicas;Demais Ocupações;Demais Ocupações;Demais Ocupações
87450;724210;Montador de estruturas metálicas de embarcações;Demais Ocupações;Demais Ocupações;Demais Ocupações
87460;724230;Rebitador, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
87465;724215;Rebitador, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
87470;724215;Rebitador à martelo pneumático;Demais Ocupações;Demais Ocupações;Demais Ocupações
87490;715140;Outros montadores de estruturas metálicas e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
88010;751010;Joalheiro, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
88020;751015;Joalheiro (reparações);Demais Ocupações;Demais Ocupações;Demais Ocupações
88030;751020;Lapidador (jóias);Demais Ocupações;Demais Ocupações;Demais Ocupações
88040;751005;Engastador (jóias);Demais Ocupações;Demais Ocupações;Demais Ocupações
88050;751125;Ourives;Demais Ocupações;Demais Ocupações;Demais Ocupações
88060;751105;Laminados de metais preciosos, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
88070;751120;Laminados de metais preciosos, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
88080;751115;Gravador (joalheria e ourivesaria);Demais Ocupações;Demais Ocupações;Demais Ocupações
88090;723215;Outros joalheiros e ourives;Demais Ocupações;Demais Ocupações;Demais Ocupações
89020;752115;Soprador de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
89025;752115;Soprador de vidro (material de laboratório);Demais Ocupações;Demais Ocupações;Demais Ocupações
89030;823240;Operador de máquina de soprar vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
89040;752110;Moldador de lentes;Demais Ocupações;Demais Ocupações;Demais Ocupações
89045;823250;Operador de prensa de moldar vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
89050;752110;Operador de máquina de estirar vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
89060;823250;Laminador de chapas de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
89070;823245;Operador  de  máquina extrusora de varetas e tubos de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
89080;752120;Curvador de tubos de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
89090;752110;Outros  sopradores e moldadores de vidros e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
89148;752230;Polidor de vidros e cristais;Demais Ocupações;Demais Ocupações;Demais Ocupações
89152;823235;Operador de banho metálico de vidro por flutuação;Demais Ocupações;Demais Ocupações;Demais Ocupações
89156;752210;Cortador de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
89160;752235;Cortador de cristais de óptica;Demais Ocupações;Demais Ocupações;Demais Ocupações
89164;752230;Biselador de cristais;Demais Ocupações;Demais Ocupações;Demais Ocupações
89168;752230;Polidor de cristais de óptica, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
89190;711105;Outros cortadores e polidores de vidros;Demais Ocupações;Demais Ocupações;Demais Ocupações
89210;752305;Ceramista, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
89215;752320;Ceramista (modelador);Demais Ocupações;Demais Ocupações;Demais Ocupações
89220;752325;Ceramista (moldador);Demais Ocupações;Demais Ocupações;Demais Ocupações
89225;752310;Ceramista (torno de pedal ou motor);Demais Ocupações;Demais Ocupações;Demais Ocupações
89230;752315;Ceramista (torno semi-automático);Demais Ocupações;Demais Ocupações;Demais Ocupações
89240;828110;Oleiro (fabricação de tijolos);Demais Ocupações;Demais Ocupações;Demais Ocupações
89243;828105;Oleiro (fabricação de telhas);Demais Ocupações;Demais Ocupações;Demais Ocupações
89250;752330;Ceramista prensador (prensa hidráulica);Demais Ocupações;Demais Ocupações;Demais Ocupações
89255;752330;Ceramista prensador (prensa extrusora);Demais Ocupações;Demais Ocupações;Demais Ocupações
89290;752305;Outros ceramistas e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
89320;823215;Forneiro (fundição de vidro);Demais Ocupações;Demais Ocupações;Demais Ocupações
89330;823220;Forneiro (recozimento de vidro);Demais Ocupações;Demais Ocupações;Demais Ocupações
89340;823255;Temperador de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
89350;823255;Forneiro (faiança e porcelana);Demais Ocupações;Demais Ocupações;Demais Ocupações
89360;823315;Forneiro (materiais de construção);Demais Ocupações;Demais Ocupações;Demais Ocupações
89390;752305;Outros forneiros (vidraria e cerâmica);Demais Ocupações;Demais Ocupações;Demais Ocupações
89420;752220;Gravador de vidro, a esmeril;Demais Ocupações;Demais Ocupações;Demais Ocupações
89430;752215;Gravador de vidro, à água-forte;Demais Ocupações;Demais Ocupações;Demais Ocupações
89440;752225;Gravador de vidro, a jato de areia;Demais Ocupações;Demais Ocupações;Demais Ocupações
89490;752205;Outros gravadores de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
89520;752415;Decorador de vidro, à pincel;Demais Ocupações;Demais Ocupações;Demais Ocupações
89530;752430;Pintor de cerâmica, a pincel;Demais Ocupações;Demais Ocupações;Demais Ocupações
89540;752405;Decorador de cerâmica (estresidores e decalques);Demais Ocupações;Demais Ocupações;Demais Ocupações
89550;752420;Pintor de cerâmica, à pistola;Demais Ocupações;Demais Ocupações;Demais Ocupações
89555;752410;Decorador de vidro, à pistola;Demais Ocupações;Demais Ocupações;Demais Ocupações
89560;752420;Esmaltador de cerâmica por imersão;Demais Ocupações;Demais Ocupações;Demais Ocupações
89570;752425;Espelhador;Demais Ocupações;Demais Ocupações;Demais Ocupações
89590;752405;Outros pintores e decoradores de vidro e cerâmica;Demais Ocupações;Demais Ocupações;Demais Ocupações
89920;823110;Preparador de massa (fabricação de vidro);Demais Ocupações;Demais Ocupações;Demais Ocupações
89930;823115;Preparador de massa de argila;Demais Ocupações;Demais Ocupações;Demais Ocupações
89940;823120;Preparador de barbotina;Demais Ocupações;Demais Ocupações;Demais Ocupações
89950;823125;Preparador de esmalte (cerâmica);Demais Ocupações;Demais Ocupações;Demais Ocupações
89960;823105;Preparador de massa (fabricação de abrasivos);Demais Ocupações;Demais Ocupações;Demais Ocupações
89970;823210;Extrusor de fios ou fibras de vidro;Demais Ocupações;Demais Ocupações;Demais Ocupações
89990;716305;Outros  vidreiros,  ceramistas e trabalhadores assemelhados não-classificados sob outras epígrafes;Demais Ocupações;Demais Ocupações;Demais Ocupações
90120;811705;Bamburista;Demais Ocupações;Demais Ocupações;Demais Ocupações
90125;811710;Calandrista de borracha;Demais Ocupações;Demais Ocupações;Demais Ocupações
90130;811775;Trefilador de borracha;Demais Ocupações;Demais Ocupações;Demais Ocupações
90135;811750;Moldador de borracha  (por compressão);Demais Ocupações;Demais Ocupações;Demais Ocupações
90140;811710;Montador de produtos de borracha;Demais Ocupações;Demais Ocupações;Demais Ocupações
90190;311405;Outros  trabalhadores de fabricação de produtos de borracha (exceto pneumáticos);Demais Ocupações;Demais Ocupações;Técnicos
90220;811715;Confeccionador de pneumáticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
90230;811715;Vulcanizador de pneumáticos;Demais Ocupações;Demais Ocupações;Demais Ocupações
90240;992115;Borracheiro;Demais Ocupações;Demais Ocupações;Demais Ocupações
90290;311405;Outros trabalhadores de fabricação, vulcanização e reparação de pneumáticos;Demais Ocupações;Demais Ocupações;Técnicos
90320;811770;Moldador de plástico (por injeção);Demais Ocupações;Demais Ocupações;Demais Ocupações
90330;811760;Moldador de plástico (por compressão);Demais Ocupações;Demais Ocupações;Demais Ocupações
90340;811745;Laminador de plástico;Demais Ocupações;Demais Ocupações;Demais Ocupações
90350;811760;Montador de produtos de plástico;Demais Ocupações;Demais Ocupações;Demais Ocupações
90360;811760;Confeccionador de produto de plástico;Demais Ocupações;Demais Ocupações;Demais Ocupações
90390;311410;Outros trabalhadores de fabricação de produtos de plástico;Demais Ocupações;Demais Ocupações;Técnicos
91020;833205;Cartonageiro, à mão (caixas de papelão);Demais Ocupações;Demais Ocupações;Demais Ocupações
91030;833105;Cartonageiro, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
91050;833120;Operador de máquina de cortar e dobrar papelão;Demais Ocupações;Demais Ocupações;Demais Ocupações
91060;833125;Operador de prensa de embutir papelão;Demais Ocupações;Demais Ocupações;Demais Ocupações
91070;833110;Confeccionador  de  bolsas, sacos  e  sacolas   de papel, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
91080;833115;Confeccionador de sacos de celofane, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
91090;766315;Outros confeccionadores de produtos de papel e papelão;Demais Ocupações;Demais Ocupações;Demais Ocupações
92110;768605;Tipógrafo, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
92115;766145;Compositor, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
92120;768615;Compositor manual;Demais Ocupações;Demais Ocupações;Demais Ocupações
92130;768610;Linotipista;Demais Ocupações;Demais Ocupações;Demais Ocupações
92135;768615;Monotipista;Demais Ocupações;Demais Ocupações;Demais Ocupações
92140;768615;Operador de máquina de fundir tipos;Demais Ocupações;Demais Ocupações;Demais Ocupações
92143;766120;Diagramador;Demais Ocupações;Demais Ocupações;Demais Ocupações
92145;768620;Paginador;Demais Ocupações;Demais Ocupações;Demais Ocupações
92150;766325;Montador de corte e vinco;Demais Ocupações;Demais Ocupações;Demais Ocupações
92155;766125;Operador de máquina fotocompositora;Demais Ocupações;Demais Ocupações;Demais Ocupações
92165;766145;Programador de fotocomposição;Demais Ocupações;Demais Ocupações;Demais Ocupações
92170;766145;Digitador de fotocomposição;Demais Ocupações;Demais Ocupações;Demais Ocupações
92180;766120;Artefinalista;Demais Ocupações;Demais Ocupações;Demais Ocupações
92190;722205;Outros  compositores  tipográficos e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
92207;766145;Distribuidor;Demais Ocupações;Demais Ocupações;Demais Ocupações
92210;766215;Impressor, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
92215;311715;Preparador de tintas;Demais Ocupações;Demais Ocupações;Demais Ocupações
92220;766250;Impressor de máquina cilíndrica;Demais Ocupações;Demais Ocupações;Demais Ocupações
92225;766250;Impressor minervista;Demais Ocupações;Demais Ocupações;Demais Ocupações
92227;766245;Pautador;Demais Ocupações;Demais Ocupações;Demais Ocupações
92230;766220;Impressor de rotativa;Demais Ocupações;Demais Ocupações;Demais Ocupações
92235;766230;Impressor de relevo;Demais Ocupações;Demais Ocupações;Demais Ocupações
92240;766215;Impressor ofsete;Demais Ocupações;Demais Ocupações;Demais Ocupações
92250;766250;Impressor litográfico;Demais Ocupações;Demais Ocupações;Demais Ocupações
92260;766225;Impressor de rotogravura;Demais Ocupações;Demais Ocupações;Demais Ocupações
92270;766250;Impressor de papéis decorativos;Demais Ocupações;Demais Ocupações;Demais Ocupações
92280;766310;Impressor de corte e vinco;Demais Ocupações;Demais Ocupações;Demais Ocupações
92285;766250;Operador de prelo;Demais Ocupações;Demais Ocupações;Demais Ocupações
92290;766205;Outros impressores;Demais Ocupações;Demais Ocupações;Demais Ocupações
92320;766145;Estereotipista;Demais Ocupações;Demais Ocupações;Demais Ocupações
92330;766145;Eletrotipista;Demais Ocupações;Demais Ocupações;Demais Ocupações
92390;766115;Outros estereotipistas e eletrotipistas;Demais Ocupações;Demais Ocupações;Demais Ocupações
92415;766145;Gravador de pedras litográficas;Demais Ocupações;Demais Ocupações;Demais Ocupações
92420;766145;Gravador  de  chapas, cilindros e matrizes de  impressão, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
92425;766105;Copiador de clichês tipográficos;Demais Ocupações;Demais Ocupações;Demais Ocupações
92427;766145;Montador de clichês;Demais Ocupações;Demais Ocupações;Demais Ocupações
92429;766145;Gravador em máquinas automáticas;Demais Ocupações;Demais Ocupações;Demais Ocupações
92430;766145;Clicherista (madeira, borracha ou linóleo);Demais Ocupações;Demais Ocupações;Demais Ocupações
92432;766145;Confeccionador de clichês de flexografia;Demais Ocupações;Demais Ocupações;Demais Ocupações
92435;766145;Gravador de autotipia;Demais Ocupações;Demais Ocupações;Demais Ocupações
92437;766145;Provista de clicheria (uma cor e em cores);Demais Ocupações;Demais Ocupações;Demais Ocupações
92440;766145;Gravador de cilindros, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
92445;766145;Gravador com pantógrafo;Demais Ocupações;Demais Ocupações;Demais Ocupações
92450;766145;Transportador litográfico;Demais Ocupações;Demais Ocupações;Demais Ocupações
92455;766145;Gravador   de  cilindros  com  ácido (exceto  água forte);Demais Ocupações;Demais Ocupações;Demais Ocupações
92460;766145;Gravador à água forte;Demais Ocupações;Demais Ocupações;Demais Ocupações
92465;766145;Galvanoplasta (artes gráficas);Demais Ocupações;Demais Ocupações;Demais Ocupações
92490;314620;Outros  gravadores e clicheristas (exceto fotogravadores);Demais Ocupações;Demais Ocupações;Técnicos
92510;766410;Fotogravador, em geral;Demais Ocupações;Demais Ocupações;Demais Ocupações
92520;766410;Fotógrafo (fotogravura);Demais Ocupações;Demais Ocupações;Demais Ocupações
92530;766145;Retocador de negativos (fotogravura);Demais Ocupações;Demais Ocupações;Demais Ocupações
92533;766145;Montador de seleção de cores;Demais Ocupações;Demais Ocupações;Demais Ocupações
92535;766145;Retocador de seleção de cores;Demais Ocupações;Demais Ocupações;Demais Ocupações
92537;766125;Montador de fotolito;Demais Ocupações;Demais Ocupações;Demais Ocupações
92540;766410;Fotoimpressor de chapas;Demais Ocupações;Demais Ocupações;Demais Ocupações
92550;766145;Gravador (fotogravura);Demais Ocupações;Demais Ocupações;Demais Ocupações
92555;766150;Operador de scanner;Demais Ocupações;Demais Ocupações;Demais Ocupações
92557;766145;Revisor de fotolito;Demais Ocupações;Demais Ocupações;Demais Ocupações
92560;766145;Retocador de clichês (fotogravura);Demais Ocupações;Demais Ocupações;Demais Ocupações
92585;766125;Provista de fotolito;Demais Ocupações;Demais Ocupações;Demais Ocupações
92590;766105;Outros fotogravadores;Demais Ocupações;Demais Ocupações;Demais Ocupações
92620;766315;Encadernador, à mão;Demais Ocupações;Demais Ocupações;Demais Ocupações
92630;766315;Encadernador, à máquina;Demais Ocupações;Demais Ocupações;Demais Ocupações
92635;766315;Operador de máquina de colagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
92640;768705;Gravador, à mão (encadernação);Demais Ocupações;Demais Ocupações;Demais Ocupações
92650;766315;Gravador, à máquina (encadernação);Demais Ocupações;Demais Ocupações;Demais Ocupações
92655;766315;Operador de acabamento (indústria gráfica);Demais Ocupações;Demais Ocupações;Demais Ocupações
92656;766305;Acabador de embalagens (flexíveis e cartotécnicas);Demais Ocupações;Demais Ocupações;Demais Ocupações
92660;766320;Operador de guilhotina (corte de papel);Demais Ocupações;Demais Ocupações;Demais Ocupações
92665;766315;Operador de dobradeira;Demais Ocupações;Demais Ocupações;Demais Ocupações
92675;766310;Extrusor (artes gráficas);Demais Ocupações;Demais Ocupações;Demais Ocupações
92680;766310;Laminador;Demais Ocupações;Demais Ocupações;Demais Ocupações
92685;766315;Operador de máquina de aplicação de parafina;Demais Ocupações;Demais Ocupações;Demais Ocupações
92690;391205;Outros encadernadores e trabalhadores assemelhados;Demais Ocupações;Demais Ocupações;Demais Ocupações
92720;766415;Revelador de filmes fotográficos em cores;Demais Ocupações;Demais Ocupações;Demais Ocupações
92730;766410;Revelador de filmes fotográficos em preto e branco;Demais Ocupações;Demais Ocupações;Demais Ocupações
92740;766410;Fotocopista;Demais Ocupações;Demais Ocupações;Demais Ocupações
92750;766410;Ampliador de fotografias;Demais Ocupações;Demais Ocupações;Demais Ocupações
92755;766405;Operador de microfilmagem;Demais Ocupações;Demais Ocupações;Demais Ocupações
92760;766410;Revelador de filmes cinematográficos;Demais Ocupações;Demais Ocupações;Demais Ocupações
92770;766405;Copiador de filmes cinematográficos;Demais Ocupações;Demais Ocupações;Demais Ocupações
92780;766420;Manipulador de chapas radiográficas;Demais Ocupações;Demais Ocupações;Demais Ocupações
92790;374420;Outros trabalhadores de laboratórios fotográficos;Demais Ocupações;Demais Ocupações;Demais Ocupações
92920;766205;Preparador de estênceis (serigrafia);Demais Ocupações;Demais Ocupações;Demais Ocupações
92930;766205;Impressor (serigrafia);Demais Ocupações;Demais Ocupações;Demais Ocupações
92935;766205;Recortador de serigrafia;Demais Ocupações;Demais Ocupações;Demais Ocupações
92960;766145;Revisor de provas;Demais Ocupações;Demais Ocupações;Demais Ocupações
